municipio,anio,seccion,partido,votos,porcentaje,votos_positivos,participacion_pct,intendente_electo,total_electores
ALBERTI,2021,4,"FRENTE VAMOS CON VOS",139,1.94,7160,74.63,"",9594
ALBERTI,2023,4,"UNION POR LA PATRIA",3904,57.61,6777,69.15,"Germán LAGO",9801
ALBERTI,2023,4,"JUNTOS POR EL CAMBIO",2873,42.39,6777,69.15,"Germán LAGO",9801
ALBERTI,2025,4,"ALIANZA FUERZA PATRIA",3173,50.66,6263,62.86,"",9964
ALBERTI,2025,4,"ALIANZA LA LIBERTAD AVANZA",1415,22.59,6263,62.86,"",9964
ALBERTI,2025,4,"ALIANZA SOMOS BUENOS AIRES",1359,21.7,6263,62.86,"",9964
ALBERTI,2025,4,"PARTIDO FRENTE PATRIOTA FEDERAL",316,5.05,6263,62.86,"",9964
ALMIRANTE BROWN,2013,3,"FRENTE RENOVADOR",152155,49.05,310234,76.64,"",404776
ALMIRANTE BROWN,2013,3,"ALIANZA FRENTE PARA LA VICTORIA",101124,32.6,310234,76.64,"",404776
ALMIRANTE BROWN,2013,3,"FRENTE PROGRESISTA CIVICO Y SOCIAL",24635,7.94,310234,76.64,"",404776
ALMIRANTE BROWN,2013,3,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",18239,5.88,310234,76.64,"",404776
ALMIRANTE BROWN,2013,3,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",12361,3.98,310234,76.64,"",404776
ALMIRANTE BROWN,2013,3,"COMPROMISO FEDERAL",1720,0.55,310234,76.64,"",404776
ALMIRANTE BROWN,2015,3,"ALIANZA FRENTE PARA LA VICTORIA",137765,43.47,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2015,3,"ALIANZA CAMBIEMOS BUENOS AIRES",89114,28.12,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2015,3,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",62456,19.71,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2015,3,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",15424,4.87,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2015,3,"ALIANZA PROGRESISTAS",9125,2.88,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2015,3,"ALIANZA COMPROMISO FEDERAL",3027,0.96,316911,73.03,"Mariano CASCALLARES",433952
ALMIRANTE BROWN,2017,3,"ALIANZA UNIDAD CIUDADANA",149688,44.66,335178,74.27,"",451305
ALMIRANTE BROWN,2017,3,"ALIANZA CAMBIEMOS BUENOS AIRES",109813,32.76,335178,74.27,"",451305
ALMIRANTE BROWN,2017,3,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",20371,6.08,335178,74.27,"",451305
ALMIRANTE BROWN,2017,3,"ALIANZA FRENTE JUSTICIALISTA",19682,5.87,335178,74.27,"",451305
ALMIRANTE BROWN,2017,3,"CORRIENTE DE PENSAMIENTO BONAERENSE",18817,5.61,335178,74.27,"",451305
ALMIRANTE BROWN,2017,3,"ALIANZA 1 PAIS",16807,5.01,335178,74.27,"",451305
ALMIRANTE BROWN,2019,3,"FRENTE DE TODOS",213447,61.32,348110,76.01,"Mariano CASCALLARES",457958
ALMIRANTE BROWN,2019,3,"JUNTOS POR EL CAMBIO",94818,27.24,348110,76.01,"Mariano CASCALLARES",457958
ALMIRANTE BROWN,2019,3,"CONSENSO FEDERAL",20805,5.98,348110,76.01,"Mariano CASCALLARES",457958
ALMIRANTE BROWN,2019,3,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",12927,3.71,348110,76.01,"Mariano CASCALLARES",457958
ALMIRANTE BROWN,2019,3,"FRENTE NOS",6113,1.76,348110,76.01,"Mariano CASCALLARES",457958
ALMIRANTE BROWN,2021,3,"FRENTE DE TODOS",153679,48.16,319083,67.73,"",471088
ALMIRANTE BROWN,2021,3,"ALIANZA JUNTOS",92851,29.1,319083,67.73,"",471088
ALMIRANTE BROWN,2021,3,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",24789,7.77,319083,67.73,"",471088
ALMIRANTE BROWN,2021,3,"ALIANZA AVANZA LIBERTAD",22290,6.99,319083,67.73,"",471088
ALMIRANTE BROWN,2021,3,"FRENTE VAMOS CON VOS",15034,4.71,319083,67.73,"",471088
ALMIRANTE BROWN,2021,3,"PARTIDO UNION CELESTE Y BLANCO",10440,3.27,319083,67.73,"",471088
ALMIRANTE BROWN,2023,3,"UNION POR LA PATRIA",181013,54.12,334477,69.09,"Mariano CASCALLARES",484083
ALMIRANTE BROWN,2023,3,"LA LIBERTAD AVANZA",74488,22.27,334477,69.09,"Mariano CASCALLARES",484083
ALMIRANTE BROWN,2023,3,"JUNTOS POR EL CAMBIO",63061,18.85,334477,69.09,"Mariano CASCALLARES",484083
ALMIRANTE BROWN,2023,3,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",15915,4.76,334477,69.09,"Mariano CASCALLARES",484083
ALMIRANTE BROWN,2025,3,"ALIANZA FUERZA PATRIA",162821,54.17,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA LA LIBERTAD AVANZA",85267,28.37,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",17354,5.77,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA NUEVOS AIRES",11705,3.89,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA SOMOS BUENOS AIRES",5927,1.97,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA UNION Y LIBERTAD",3852,1.28,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA UNION LIBERAL",2944,0.98,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"MOVIMIENTO AVANZADA SOCIALISTA",2014,0.67,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA POTENCIA",1981,0.66,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"PARTIDO POLITICA OBRERA",1848,0.61,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"PARTIDO FRENTE PATRIOTA FEDERAL",1686,0.56,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"VALORES REPUBLICANOS",1354,0.45,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"PARTIDO TIEMPO DE TODOS",908,0.3,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"CONSTRUYENDO PORVENIR",829,0.28,300559,61.18,"",491268
ALMIRANTE BROWN,2025,3,"ALIANZA ES CON VOS ES CON NOSOTROS",69,0.02,300559,61.18,"",491268
ARRECIFES,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6102,32.67,18675,79.62,"",23455
ARRECIFES,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",5745,30.76,18675,79.62,"",23455
ARRECIFES,2013,2,"FRENTE RENOVADOR",5040,26.99,18675,79.62,"",23455
ARRECIFES,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",1210,6.48,18675,79.62,"",23455
ARRECIFES,2013,2,"UNION CON FE",578,3.1,18675,79.62,"",23455
ARRECIFES,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",9118,47.56,19173,79.83,"Javier Ignacio OLAETA",24016
ARRECIFES,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",7164,37.37,19173,79.83,"Javier Ignacio OLAETA",24016
ARRECIFES,2015,2,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",2006,10.46,19173,79.83,"Javier Ignacio OLAETA",24016
ARRECIFES,2015,2,"ALIANZA PROGRESISTAS",885,4.62,19173,79.83,"Javier Ignacio OLAETA",24016
ARRECIFES,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",9353,49.27,18985,76.77,"",24730
ARRECIFES,2017,2,"ALIANZA UNIDAD CIUDADANA",4831,25.45,18985,76.77,"",24730
ARRECIFES,2017,2,"ALIANZA 1 PAIS",2081,10.96,18985,76.77,"",24730
ARRECIFES,2017,2,"ALIANZA FRENTE JUSTICIALISTA",1878,9.89,18985,76.77,"",24730
ARRECIFES,2017,2,"PARTIDO SOCIALISTA",842,4.44,18985,76.77,"",24730
ARRECIFES,2019,2,"JUNTOS POR EL CAMBIO",10312,51.73,19936,79.63,"Javier Ignacio OLAETA",25036
ARRECIFES,2019,2,"FRENTE DE TODOS",7377,37,19936,79.63,"Javier Ignacio OLAETA",25036
ARRECIFES,2019,2,"CONSENSO FEDERAL",2247,11.27,19936,79.63,"Javier Ignacio OLAETA",25036
ARRECIFES,2021,2,"ALIANZA JUNTOS",8029,44.76,17938,70.64,"",25394
ARRECIFES,2021,2,"FRENTE DE TODOS",5611,31.28,17938,70.64,"",25394
ARRECIFES,2021,2,"FRENTE VAMOS CON VOS",2613,14.57,17938,70.64,"",25394
ARRECIFES,2021,2,"ALIANZA AVANZA LIBERTAD",1408,7.85,17938,70.64,"",25394
ARRECIFES,2021,2,"PARTIDO FEDERAL",277,1.54,17938,70.64,"",25394
ARRECIFES,2023,2,"JUNTOS POR EL CAMBIO",8602,44.01,19547,74.57,"Juan Fernando BOUVIER",26214
ARRECIFES,2023,2,"UNION POR LA PATRIA",8214,42.02,19547,74.57,"Juan Fernando BOUVIER",26214
ARRECIFES,2023,2,"LA LIBERTAD AVANZA",2731,13.97,19547,74.57,"Juan Fernando BOUVIER",26214
ARRECIFES,2025,2,"ALIANZA FUERZA PATRIA",7124,42.73,16673,62.7,"",26590
ARRECIFES,2025,2,"ALIANZA LA LIBERTAD AVANZA",4568,27.4,16673,62.7,"",26590
ARRECIFES,2025,2,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",2816,16.89,16673,62.7,"",26590
ARRECIFES,2025,2,"ALIANZA NUEVOS AIRES",1779,10.67,16673,62.7,"",26590
ARRECIFES,2025,2,"PARTIDO LIBERTARIO",241,1.45,16673,62.7,"",26590
ARRECIFES,2025,2,"ALIANZA POTENCIA",145,0.87,16673,62.7,"",26590
AVELLANEDA,2013,3,"ALIANZA FRENTE PARA LA VICTORIA",84327,39.2,215109,75.45,"",285107
AVELLANEDA,2013,3,"FRENTE RENOVADOR",46225,21.49,215109,75.45,"",285107
AVELLANEDA,2013,3,"UNION POPULAR",35966,16.72,215109,75.45,"",285107
AVELLANEDA,2013,3,"FRENTE PROGRESISTA CIVICO Y SOCIAL",23971,11.14,215109,75.45,"",285107
AVELLANEDA,2013,3,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",13495,6.27,215109,75.45,"",285107
AVELLANEDA,2013,3,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",8017,3.73,215109,75.45,"",285107
AVELLANEDA,2013,3,"FRENTE POPULAR DEMOCRATICO Y SOCIAL",3108,1.44,215109,75.45,"",285107
AVELLANEDA,2015,3,"ALIANZA FRENTE PARA LA VICTORIA",102405,47.27,216624,72.95,"Jorge FERRARESI",296961
AVELLANEDA,2015,3,"ALIANZA CAMBIEMOS BUENOS AIRES",67564,31.19,216624,72.95,"Jorge FERRARESI",296961
AVELLANEDA,2015,3,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",31448,14.52,216624,72.95,"Jorge FERRARESI",296961
AVELLANEDA,2015,3,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",8681,4.01,216624,72.95,"Jorge FERRARESI",296961
AVELLANEDA,2015,3,"ALIANZA PROGRESISTAS",6526,3.01,216624,72.95,"Jorge FERRARESI",296961
AVELLANEDA,2017,3,"ALIANZA UNIDAD CIUDADANA",96598,42.96,224845,74.65,"",301206
AVELLANEDA,2017,3,"ALIANZA CAMBIEMOS BUENOS AIRES",87373,38.86,224845,74.65,"",301206
AVELLANEDA,2017,3,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",12326,5.48,224845,74.65,"",301206
AVELLANEDA,2017,3,"CORRIENTE DE PENSAMIENTO BONAERENSE",11064,4.92,224845,74.65,"",301206
AVELLANEDA,2017,3,"ALIANZA 1 PAIS",9591,4.27,224845,74.65,"",301206
AVELLANEDA,2017,3,"ALIANZA FRENTE JUSTICIALISTA",7893,3.51,224845,74.65,"",301206
AVELLANEDA,2019,3,"FRENTE DE TODOS",137530,60.25,228256,74.77,"Jorge Horacio FERRARESI",305260
AVELLANEDA,2019,3,"JUNTOS POR EL CAMBIO",75148,32.92,228256,74.77,"Jorge Horacio FERRARESI",305260
AVELLANEDA,2019,3,"CONSENSO FEDERAL",9688,4.24,228256,74.77,"Jorge Horacio FERRARESI",305260
AVELLANEDA,2019,3,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",5890,2.58,228256,74.77,"Jorge Horacio FERRARESI",305260
AVELLANEDA,2021,3,"FRENTE DE TODOS",94378,48.94,192838,61.79,"",312077
AVELLANEDA,2021,3,"ALIANZA JUNTOS",75871,39.34,192838,61.79,"",312077
AVELLANEDA,2021,3,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",14344,7.44,192838,61.79,"",312077
AVELLANEDA,2021,3,"FRENTE VAMOS CON VOS",8245,4.28,192838,61.79,"",312077
AVELLANEDA,2023,3,"UNION POR LA PATRIA",125911,56.65,222253,69.39,"Jorge Horacio FERRARESI",320274
AVELLANEDA,2023,3,"JUNTOS POR EL CAMBIO",50321,22.64,222253,69.39,"Jorge Horacio FERRARESI",320274
AVELLANEDA,2023,3,"LA LIBERTAD AVANZA",38820,17.47,222253,69.39,"Jorge Horacio FERRARESI",320274
AVELLANEDA,2023,3,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",7201,3.24,222253,69.39,"Jorge Horacio FERRARESI",320274
AVELLANEDA,2025,3,"ALIANZA FUERZA PATRIA",128738,64.42,199832,61.4,"",325434
AVELLANEDA,2025,3,"ALIANZA LA LIBERTAD AVANZA",53246,26.65,199832,61.4,"",325434
AVELLANEDA,2025,3,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",6062,3.03,199832,61.4,"",325434
AVELLANEDA,2025,3,"ALIANZA NUEVOS AIRES",3690,1.85,199832,61.4,"",325434
AVELLANEDA,2025,3,"ALIANZA SOMOS BUENOS AIRES",3531,1.77,199832,61.4,"",325434
AVELLANEDA,2025,3,"ALIANZA UNION Y LIBERTAD",1989,1,199832,61.4,"",325434
AVELLANEDA,2025,3,"ALIANZA POTENCIA",864,0.43,199832,61.4,"",325434
AVELLANEDA,2025,3,"MOVIMIENTO AVANZADA SOCIALISTA",558,0.28,199832,61.4,"",325434
AVELLANEDA,2025,3,"PARTIDO POLITICA OBRERA",533,0.27,199832,61.4,"",325434
AVELLANEDA,2025,3,"PARTIDO FRENTE PATRIOTA FEDERAL",500,0.25,199832,61.4,"",325434
AVELLANEDA,2025,3,"PARTIDO LIBERTARIO",121,0.06,199832,61.4,"",325434
AYACUCHO,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6804,50.69,13424,79.89,"",16803
AYACUCHO,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",4673,34.81,13424,79.89,"",16803
AYACUCHO,2013,5,"FRENTE RENOVADOR",1571,11.7,13424,79.89,"",16803
AYACUCHO,2013,5,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",376,2.8,13424,79.89,"",16803
AYACUCHO,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",7523,57.24,13142,76.89,"Pablo Antonio ZUBIAURRE",17091
AYACUCHO,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",4553,34.64,13142,76.89,"Pablo Antonio ZUBIAURRE",17091
AYACUCHO,2015,5,"ALIANZA FRENTE POPULAR",1066,8.11,13142,76.89,"Pablo Antonio ZUBIAURRE",17091
AYACUCHO,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",6664,50.69,13147,75.54,"",17404
AYACUCHO,2017,5,"ALIANZA UNIDAD CIUDADANA",2572,19.56,13147,75.54,"",17404
AYACUCHO,2017,5,"ALIANZA 1 PAIS",1613,12.27,13147,75.54,"",17404
AYACUCHO,2017,5,"ALIANZA FRENTE JUSTICIALISTA",1125,8.56,13147,75.54,"",17404
AYACUCHO,2017,5,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",978,7.44,13147,75.54,"",17404
AYACUCHO,2017,5,"PARTIDO SOCIALISTA",195,1.48,13147,75.54,"",17404
AYACUCHO,2019,5,"JUNTOS POR EL CAMBIO",8130,59.52,13660,77.28,"Emilio CORDONNIER",17677
AYACUCHO,2019,5,"FRENTE DE TODOS",5185,37.96,13660,77.28,"Emilio CORDONNIER",17677
AYACUCHO,2019,5,"CONSENSO FEDERAL",345,2.53,13660,77.28,"Emilio CORDONNIER",17677
AYACUCHO,2021,5,"ALIANZA JUNTOS",6266,54.52,11492,63.52,"",18092
AYACUCHO,2021,5,"FRENTE DE TODOS",4031,35.08,11492,63.52,"",18092
AYACUCHO,2021,5,"FRENTE VAMOS CON VOS",976,8.49,11492,63.52,"",18092
AYACUCHO,2021,5,"PARTIDO REPUBLICANO FEDERAL",219,1.91,11492,63.52,"",18092
AYACUCHO,2023,5,"JUNTOS POR EL CAMBIO",7488,67.81,11042,59.7,"Emilio CORDONNIER",18496
AYACUCHO,2023,5,"UNION POR LA PATRIA",3554,32.19,11042,59.7,"Emilio CORDONNIER",18496
AYACUCHO,2025,5,"ALIANZA FUERZA PATRIA",4042,39.85,10142,54.04,"",18768
AYACUCHO,2025,5,"ALIANZA SOMOS BUENOS AIRES",3430,33.82,10142,54.04,"",18768
AYACUCHO,2025,5,"ALIANZA LA LIBERTAD AVANZA",2549,25.13,10142,54.04,"",18768
AYACUCHO,2025,5,"ALIANZA UNION LIBERAL",121,1.19,10142,54.04,"",18768
AZUL,2013,7,"FRENTE PROGRESISTA CIVICO Y SOCIAL",12460,30.97,40227,75.4,"",53348
AZUL,2013,7,"FRENTE RENOVADOR",8808,21.9,40227,75.4,"",53348
AZUL,2013,7,"FRENTE SOCIAL DE LA PROVINCIA DE BUENOS",7820,19.44,40227,75.4,"",53348
AZUL,2013,7,"ALIANZA FRENTE PARA LA VICTORIA",5959,14.81,40227,75.4,"",53348
AZUL,2013,7,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",2985,7.42,40227,75.4,"",53348
AZUL,2013,7,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",2195,5.46,40227,75.4,"",53348
AZUL,2015,7,"ALIANZA FRENTE PARA LA VICTORIA",14013,34.03,41176,74.36,"Hernan BERTELLYS",55377
AZUL,2015,7,"ALIANZA CAMBIEMOS BUENOS AIRES",12387,30.08,41176,74.36,"Hernan BERTELLYS",55377
AZUL,2015,7,"ALIANZA PROGRESISTAS",11503,27.94,41176,74.36,"Hernan BERTELLYS",55377
AZUL,2015,7,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",3273,7.95,41176,74.36,"Hernan BERTELLYS",55377
AZUL,2017,7,"ALIANZA CAMBIEMOS BUENOS AIRES",20138,50.5,39875,70.51,"",56553
AZUL,2017,7,"ALIANZA UNIDAD CIUDADANA",10154,25.46,39875,70.51,"",56553
AZUL,2017,7,"ALIANZA 1 PAIS",5609,14.07,39875,70.51,"",56553
AZUL,2017,7,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",1607,4.03,39875,70.51,"",56553
AZUL,2017,7,"ALIANZA FRENTE JUSTICIALISTA",1479,3.71,39875,70.51,"",56553
AZUL,2017,7,"PATRIA GRANDE",888,2.23,39875,70.51,"",56553
AZUL,2019,7,"JUNTOS POR EL CAMBIO",24613,57.34,42921,75.02,"Federico Hernán BERTELLYS",57215
AZUL,2019,7,"FRENTE DE TODOS",15608,36.36,42921,75.02,"Federico Hernán BERTELLYS",57215
AZUL,2019,7,"CONSENSO FEDERAL",1933,4.5,42921,75.02,"Federico Hernán BERTELLYS",57215
AZUL,2019,7,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",767,1.79,42921,75.02,"Federico Hernán BERTELLYS",57215
AZUL,2021,7,"ALIANZA JUNTOS",13440,35.04,38358,65.38,"",58665
AZUL,2021,7,"PODEMOS AZUL",9956,25.96,38358,65.38,"",58665
AZUL,2021,7,"FRENTE DE TODOS",9866,25.72,38358,65.38,"",58665
AZUL,2021,7,"ALIANZA AVANZA LIBERTAD",2375,6.19,38358,65.38,"",58665
AZUL,2021,7,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",1525,3.98,38358,65.38,"",58665
AZUL,2021,7,"FRENTE VAMOS CON VOS",1196,3.12,38358,65.38,"",58665
AZUL,2023,7,"UNION POR LA PATRIA",13922,34.29,40596,68.15,"Nelson SOMBRA",59569
AZUL,2023,7,"JUNTOS POR EL CAMBIO",13141,32.37,40596,68.15,"Nelson SOMBRA",59569
AZUL,2023,7,"LA LIBERTAD AVANZA",12697,31.28,40596,68.15,"Nelson SOMBRA",59569
AZUL,2023,7,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",836,2.06,40596,68.15,"Nelson SOMBRA",59569
AZUL,2025,7,"ALIANZA LA LIBERTAD AVANZA",11938,35.47,33661,56.04,"",60070
AZUL,2025,7,"ALIANZA FUERZA PATRIA",11798,35.05,33661,56.04,"",60070
AZUL,2025,7,"ALIANZA SOMOS BUENOS AIRES",4851,14.41,33661,56.04,"",60070
AZUL,2025,7,"ALIANZA POTENCIA",2624,7.8,33661,56.04,"",60070
AZUL,2025,7,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",844,2.51,33661,56.04,"",60070
AZUL,2025,7,"ALIANZA UNION LIBERAL",835,2.48,33661,56.04,"",60070
AZUL,2025,7,"ALIANZA UNION Y LIBERTAD",771,2.29,33661,56.04,"",60070
BAHIA BLANCA,2013,6,"FRENTE RENOVADOR",34557,20.03,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"INTEGRACION CIUDADANA",33471,19.4,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",30845,17.88,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"ALIANZA FRENTE PARA LA VICTORIA",25566,14.82,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"FRENTE SOCIAL DE LA PROVINCIA DE BUENOS",17563,10.18,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"FRENTE PROGRESISTA CIVICO Y SOCIAL",13924,8.07,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",13081,7.58,172539,72.55,"",237819
BAHIA BLANCA,2013,6,"UNIDOS POR BAHIA (UPB)",3532,2.05,172539,72.55,"",237819
BAHIA BLANCA,2015,6,"ALIANZA CAMBIEMOS BUENOS AIRES",76641,43.52,176116,71.71,"Héctor Norberto GAY",245592
BAHIA BLANCA,2015,6,"ALIANZA FRENTE PARA LA VICTORIA",62401,35.43,176116,71.71,"Héctor Norberto GAY",245592
BAHIA BLANCA,2015,6,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",16555,9.4,176116,71.71,"Héctor Norberto GAY",245592
BAHIA BLANCA,2015,6,"ALIANZA PROGRESISTAS",12793,7.26,176116,71.71,"Héctor Norberto GAY",245592
BAHIA BLANCA,2015,6,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",7726,4.39,176116,71.71,"Héctor Norberto GAY",245592
BAHIA BLANCA,2017,6,"ALIANZA CAMBIEMOS BUENOS AIRES",89740,49.16,182533,72.22,"",252760
BAHIA BLANCA,2017,6,"ALIANZA UNIDAD CIUDADANA",35005,19.18,182533,72.22,"",252760
BAHIA BLANCA,2017,6,"ALIANZA FRENTE JUSTICIALISTA",32809,17.97,182533,72.22,"",252760
BAHIA BLANCA,2017,6,"ALIANZA 1 PAIS",14643,8.02,182533,72.22,"",252760
BAHIA BLANCA,2017,6,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",10336,5.66,182533,72.22,"",252760
BAHIA BLANCA,2019,6,"JUNTOS POR EL CAMBIO",94760,50.9,186166,72.86,"Héctor Norberto GAY",255525
BAHIA BLANCA,2019,6,"FRENTE DE TODOS",77272,41.51,186166,72.86,"Héctor Norberto GAY",255525
BAHIA BLANCA,2019,6,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",6037,3.24,186166,72.86,"Héctor Norberto GAY",255525
BAHIA BLANCA,2019,6,"FRENTE NOS",5159,2.77,186166,72.86,"Héctor Norberto GAY",255525
BAHIA BLANCA,2019,6,"TODOS POR BAHIA",2938,1.58,186166,72.86,"Héctor Norberto GAY",255525
BAHIA BLANCA,2021,6,"ALIANZA JUNTOS",79546,46.37,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"FRENTE DE TODOS",39539,23.05,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"ALIANZA AVANZA LIBERTAD",19132,11.15,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",12491,7.28,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"PARTIDO REPUBLICANO FEDERAL",6431,3.75,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"FRENTE VAMOS CON VOS",5521,3.22,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"INTEGRACION CIUDADANA",4457,2.6,171535,66.82,"",256717
BAHIA BLANCA,2021,6,"TODOS POR BAHIA",4418,2.58,171535,66.82,"",256717
BAHIA BLANCA,2023,6,"UNION POR LA PATRIA",64808,36.77,176233,67.66,"Federico Esteban SUSBIELLES",260462
BAHIA BLANCA,2023,6,"LA LIBERTAD AVANZA",57148,32.43,176233,67.66,"Federico Esteban SUSBIELLES",260462
BAHIA BLANCA,2023,6,"JUNTOS POR EL CAMBIO",43785,24.84,176233,67.66,"Federico Esteban SUSBIELLES",260462
BAHIA BLANCA,2023,6,"FRENTE DE IZQUIERDA Y TRABAJADORES UNIDAD",5911,3.35,176233,67.66,"Federico Esteban SUSBIELLES",260462
BAHIA BLANCA,2023,6,"INTEGRACION CIUDADANA",4581,2.6,176233,67.66,"Federico Esteban SUSBIELLES",260462
BAHIA BLANCA,2025,6,"ALIANZA LA LIBERTAD AVANZA",70530,46.52,151627,57,"",266033
BAHIA BLANCA,2025,6,"ALIANZA FUERZA PATRIA",47294,31.19,151627,57,"",266033
BAHIA BLANCA,2025,6,"ALIANZA SOMOS BUENOS AIRES",13796,9.1,151627,57,"",266033
BAHIA BLANCA,2025,6,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",7152,4.72,151627,57,"",266033
BAHIA BLANCA,2025,6,"ALIANZA POTENCIA",3807,2.51,151627,57,"",266033
BAHIA BLANCA,2025,6,"VALORES REPUBLICANOS",3379,2.23,151627,57,"",266033
BAHIA BLANCA,2025,6,"ALIANZA UNION Y LIBERTAD",3003,1.98,151627,57,"",266033
BAHIA BLANCA,2025,6,"PARTIDO POLITICA OBRERA",1987,1.31,151627,57,"",266033
BAHIA BLANCA,2025,6,"ALIANZA UNION LIBERAL",679,0.45,151627,57,"",266033
BALCARCE,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",11300,39.95,28286,76.29,"",37079
BALCARCE,2013,5,"FRENTE RENOVADOR",7323,25.89,28286,76.29,"",37079
BALCARCE,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",6877,24.31,28286,76.29,"",37079
BALCARCE,2013,5,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",1646,5.82,28286,76.29,"",37079
BALCARCE,2013,5,"UNION CON FE",1140,4.03,28286,76.29,"",37079
BALCARCE,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",15732,55.36,28418,74.76,"Esteban Andrés REINO",38012
